Fa,Fs,beta,dim,isDynamic,isFock,mass2,massratio,order,partition,rs,spin,Σw,Σw.err,μ,μ.err
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,111,1.0,2,0.0,3.7513179839879424e-12,0.06874793133051203,7.201736693847651e-5
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,110,1.0,2,0.0,3.7513179839879424e-12,0.14716258132262033,0.0001608208568810835
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,120,1.0,2,0.0,3.7513179839879424e-12,0.004702708830136029,0.0001065938691979001
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,200,1.0,2,0.021407894395259672,2.2511075817896305e-5,0.10230035605318945,0.0001704537014165013
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,201,1.0,2,0.029205704596258264,2.882665931550781e-5,0.08675792244034182,0.00013509081007839272
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,210,1.0,2,0.004350226243267,2.057958165341432e-5,0.024177785839165432,0.00013098964524519403
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,101,1.0,2,0.0,3.7513179839879424e-12,0.19048627336472437,0.00019779953636393828
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,300,1.0,2,-0.008258275581669368,3.5938803024456827e-5,0.009051812699587334,0.00010492336753832468
-0.0,-0.0,25.0,3,false,false,3.0,1.0,3,100,1.0,2,0.0,3.7513179839879424e-12,0.39965895374726584,0.0004647969721621618
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,102,1.0,2,0.0,3.7513179839879424e-12,0.10785180935575556,0.00010813320218639324
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,111,1.0,2,0.0,3.7513179839879424e-12,0.0669722009425433,6.857570368603059e-5
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,110,1.0,2,0.0,3.7513179839879424e-12,0.13711486880434542,0.0001493631012348251
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,120,1.0,2,0.0,3.7513179839879424e-12,0.004673067487554416,9.609100765790511e-5
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,200,1.0,2,0.017358901625856397,1.6426163498740932e-5,0.08955501565623582,0.0001496654859524929
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,201,1.0,2,0.024094146410837708,2.2317276448887724e-5,0.07945333247989775,0.00012319684182859132
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,210,1.0,2,0.0036155517496212833,1.7556130720818755e-5,0.022527292713243042,0.00011012190720305547
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,101,1.0,2,0.0,3.7513179839879424e-12,0.1866275837491097,0.0001848131025350544
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,300,1.0,2,-0.0056208505784065554,2.536627699117446e-5,0.007950536238903983,8.738119511300543e-5
-0.0,-0.0,25.0,3,false,false,3.5,1.0,3,100,1.0,2,0.0,3.7513179839879424e-12,0.3708329425270465,0.00041530291253761425
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,102,1.0,2,0.0,3.7513179839879424e-12,0.10842582136589572,0.00010112733270322957
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,111,1.0,2,0.0,3.7513179839879424e-12,0.06518201422479428,6.490647111102812e-5
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,110,1.0,2,0.0,3.7513179839879424e-12,0.12801664451940395,0.00013158624112652011
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,120,1.0,2,0.0,3.7513179839879424e-12,0.004392461540212672,8.181674315072278e-5
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,200,1.0,2,0.014373709161508815,1.5408663914437853e-5,0.07944547640552593,0.00013762232211479253
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,201,1.0,2,0.02019947190341376,1.8940180741980933e-5,0.0731380908899495,0.0001154395689211364
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,210,1.0,2,0.0030219993389805984,1.4818073805466609e-5,0.020824714823798093,9.54589259224168e-5
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,101,1.0,2,0.0,3.7513179839879424e-12,0.18237161888457273,0.00017938670810769357
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,300,1.0,2,-0.003986482705966661,1.9708072257724725e-5,0.006946516641851494,7.573797014185477e-5
-0.0,-0.0,25.0,3,false,false,4.0,1.0,3,100,1.0,2,0.0,3.7513179839879424e-12,0.3464759902639148,0.00040334036193091517
-0.0,-0.0,40.0,3,false,false,3.0,1.0,3,102,1.0,2,0.0,3.751317983987942e-12,0.10645547563165411,0.00012042772651236511
-0.0,-0.0,40.0,3,false,false,3.0,1.0,3,111,1.0,2,0.0,3.751317983987942e-12,0.06889776179013009,8.526186232473158e-5
-0.0,-0.0,40.0,3,false,false,3.0,1.0,3,110,1.0,2,0.0,3.751317983987942e-12,0.14732637348638788,0.00018939965910593222
